# Date: 2019-11-22
mets	nameOrig	nameNew	formulaOrig	formulaNew	chargeOrig	chargeNew	notes
m02808r	PS-LD pool	PS-LD pool	C6H11NO6PRCO2R2CO2	C8H11NO10PR2	-1	-1	
m02808s	PS-LD pool	PS-LD pool	C6H11NO6PRCO2R2CO2	C8H11NO10PR2	-1	-1	
m02808x	PS-LD pool	PS-LD pool	C6H11NO6PRCO2R2CO2	C8H11NO10PR2	-1	-1	
m02837s	retinyl palmitate	retinyl palmitate	C36H58O3	C36H60O2	0	0	
m02837x	retinyl palmitate	retinyl palmitate	C36H58O3	C36H60O2	0	0	
m02838s	(ADDED)	retinyl-ester		C21H29O2R	0	0	
m02838x	(ADDED)	retinyl-ester		C21H29O2R	0	0	
m02847c	RNA	RNA	C10H18O13P2R2(C5H8O6PR)n	C15H22O19P3R3	0	-4	
m02848c	RNA-3-terminal-phosphate	RNA-3-terminal-phosphate	C10H18O13P2R2(C5H8O6PR)n	C15H22O19P3R3	0	-4	
m02849c	RNA-terminal-2,3-cyclic-phosphate	RNA-terminal-2,3-cyclic-phosphate	C10H16O12P2R2(C5H8O6PR)n	C15H21O18P3R3	0	-3	
m02855c	S-(2-hydroxyethyl)glutathione	S-(2-hydroxyethyl)glutathione	C12H19N3O7S	C12H20N3O7S	-2	-1	
m02893c	selenomethionyl-tRNA(met)	selenomethionyl-tRNA(met)	C20H30N6O11PSeR(C5H8O6PR)n	C5H11NOSeR	0	1	
m02898c	S-farnesyl-protein	S-farnesyl-protein	C26H39N5O6SR4(C2H2NOR)n	C19H30N2O2SR2	0	0	
m02935c	STAR	STAR	X	C1393H2267N409O414S17	0	0	
m02935l	STAR	STAR	X	C1393H2267N409O414S17	0	0	
m02935m	STAR	STAR	X	C1393H2267N409O414S17	0	0	
m02956c	(ADDED)	TAG-chylomicron pool		C6H5O6R3	0	0	
m02956l	(ADDED)	TAG-chylomicron pool		C6H5O6R3	0	0	
m02959c	TAG-VLDL pool	TAG-VLDL pool	C3H5RCO2R2CO2R3CO2	C6H5O6R3	0	0	
m02959r	(ADDED)	TAG-VLDL pool		C6H5O6R3	0	0	
m02959s	TAG-VLDL pool	TAG-VLDL pool	C3H5RCO2R2CO2R3CO2	C6H5O6R3	0	0	
m02959x	TAG-VLDL pool	TAG-VLDL pool	C3H5RCO2R2CO2R3CO2	C6H5O6R3	0	0	
m02974c	tetradecenoylcarnitine(5)	tetradecenoylcarnitine(5)	C21H41NO4	C21H39NO4	0	0	
m02974m	tetradecenoylcarnitine(5)	tetradecenoylcarnitine(5)	C21H41NO4	C21H39NO4	0	0	
m02974r	tetradecenoylcarnitine(5)	tetradecenoylcarnitine(5)	C21H41NO4	C21H39NO4	0	0	
m02974s	tetradecenoylcarnitine(5)	tetradecenoylcarnitine(5)	C21H41NO4	C21H39NO4	0	0	
m02974x	tetradecenoylcarnitine(5)	tetradecenoylcarnitine(5)	C21H41NO4	C21H39NO4	0	0	
m02977c	tetraHCA	tetraHCA	C27H47O4	C27H45O6	-1	-1	
m02977m	tetraHCA	tetraHCA	C27H47O4	C27H45O6	-1	-1	
m02981c	THF-hexaglutamate	THF-hexaglutamate	X	C49H57N13O24	0	-8	
m02990c	thioredoxin	thioredoxin	C6H10N2O2S2R4	C525H816N128O160S8	0	0	
m02990m	thioredoxin	thioredoxin	C6H10N2O2S2R4	C525H816N128O160S8	0	0	
m02990n	thioredoxin	thioredoxin	C6H10N2O2S2R4	C525H816N128O160S8	0	0	
m03048c	tridecanoyl-[ACP]	tridecanoyl-[ACP]	C13H25OSR	C24H45N2O8PRS	0	-1	
m03058c	tRNA containing 5-aminomethyl-2-thiouridine	tRNA containing 5-aminomethyl-2-thiouridine	C10H16N3O8PS(C5H8O6PR)n(C5H8O6PR)n	C5H6N3OSR	0	0	
m03059c	tRNA containing 5-methylaminomethyl-2-thiouridylate	tRNA containing 5-methylaminomethyl-2-thiouridylate	C11H18N3O8PS(C5H8O6PR)n(C5H8O6PR)n	C6H8N3OSR	0	0	
m03060c	tRNA containing 6-isopentenyladenosine	tRNA containing 6-isopentenyladenosine	C15H22N5O7P(C5H8O6PR)n(C5H8O6PR)n	C5H9R	0	0	
m03061c	tRNA containing N2-methylguanine	tRNA containing N2-methylguanine	C11H16N5O8P(C5H8O6PR)n(C5H8O6PR)n	C6H6N5OR	0	0	
m03062c	tRNA containing N7-methylguanine	tRNA containing N7-methylguanine	C11H16N5O8P(C5H8O6PR)n(C5H8O6PR)n	C6H7N5OR	0	1	
m03063c	tRNA(ala)	tRNA(ala)	X	RH	0	0	
m03064c	tRNA(arg)	tRNA(arg)	X	RH	0	0	
m03065c	tRNA(asn)	tRNA(asn)	X	RH	0	0	
m03066c	tRNA(asp)	tRNA(asp)	X	RH	0	0	
m03067c	tRNA(cys)	tRNA(cys)	X	RH	0	0	
m03068c	tRNA(gln)	tRNA(gln)	X	RH	0	0	
m03069c	tRNA(glu)	tRNA(glu)	X	RH	0	0	
m03070c	tRNA(gly)	tRNA(gly)	X	RH	0	0	
m03071c	tRNA(his)	tRNA(his)	X	RH	0	0	
m03072c	tRNA(ile)	tRNA(ile)	X	RH	0	0	
m03073c	tRNA(leu)	tRNA(leu)	X	RH	0	0	
m03074c	tRNA(lys)	tRNA(lys)	X	RH	0	0	
m03075c	tRNA(met)	tRNA(met)	X	RH	0	0	
m03076c	tRNA(phe)	tRNA(phe)	X	RH	0	0	
m03077c	tRNA(pro)	tRNA(pro)	X	RH	0	0	
m03078c	tRNA(ser)	tRNA(ser)	X	RH	0	0	
m03079c	tRNA(thr)	tRNA(thr)	X	RH	0	0	
m03080c	tRNA(trp)	tRNA(trp)	X	RH	0	0	
m03081c	tRNA(tyr)	tRNA(tyr)	X	RH	0	0	
m03082c	tRNA(val)	tRNA(val)	X	RH	0	0	
m03083c	tRNA	tRNA	C10H17O10PR2(C5H8O6PR)n	RH	0	0	
m03084c	tRNA-guanine	tRNA-guanine	C10H14N5O8P(C5H8O6PR)n(C5H8O6PR)n	C5H4N5OR	0	0	
m03085c	tRNA-pseudouridine	tRNA-pseudouridine	C9H13N2O9P(C5H8O6PR)n(C5H8O6PR)n	C9H10N2O6R2	0	0	
m03086c	tRNA-queuine	tRNA-queuine	C17H24N5O10P(C5H8O6PR)n(C5H8O6PR)n	C12H14N5O3R	0	0	
m03087c	tRNA-uridine	tRNA-uridine	C9H13N2O9P(C5H8O6PR)n(C5H8O6PR)n	C9H10N2O6R2	0	0	
m03094c	type II B antigen	type II B antigen	X	C57H99N2O32R	0	0	
m03104c	ubiquitin C terminal thiolester	ubiquitin C terminal thiolester	X	RCOSR	0	0	
m03105c	ubiquitin	ubiquitin	X	RCO2	0	-1	
m03115c	undecanoyl-[ACP]	undecanoyl-[ACP]	C11H21OSR	C22H41N2O8PRS	0	-1	
m03131c	V3(NeuAc)2-Gb5Cer	V3(NeuAc)2-Gb5Cer	X	C70H119N4O41R	0	0	
m03131s	V3(NeuAc)2-Gb5Cer	V3(NeuAc)2-Gb5Cer	X	C70H119N4O41R	0	0	
m03131x	V3(NeuAc)2-Gb5Cer	V3(NeuAc)2-Gb5Cer	X	C70H119N4O41R	0	0	
m03132c	V3Fuc,III3Fuc-nLc6Cer	V3Fuc,III3Fuc-nLc6Cer	X	C71H122N3O41R	0	0	
m03146l	VLDL remnant	VLDL remnant	X	C136286H232084N13476O38613P3271S174R7267	0	0	
m03146s	VLDL remnant	VLDL remnant	X	C136286H232084N13476O38613P3271S174R7267	0	0	
m03146x	VLDL remnant	VLDL remnant	X	C136286H232084N13476O38613P3271S174R7267	0	0	
m03147r	VLDL	VLDL	X	C198596H284009N13476O100923P3271S174R38422	0	0	
m03147s	VLDL	VLDL	X	C198596H284009N13476O100923P3271S174R38422	0	0	
m03147x	VLDL	VLDL	X	C198596H284009N13476O100923P3271S174R38422	0	0	
m03161c	glycogen	glycogen	C24H42O21	C6H10O5	0	0	
m03161s	glycogen	glycogen	C24H42O21	C6H10O5	0	0	
m03161x	glycogen	glycogen	C24H42O21	C6H10O5	0	0	
m03169c	insulin-(SS)	insulin-(SS)	X	C256H379N65O77S6	0	-2	
m03170c	Insulin-(SH)2	Insulin-(SH)2	X	C256H381N65O77S6	0	-2	
m03172c	heparan sulfate	heparan sulfate		C56H77N5O81S12	0	-12	
m03172g	heparan sulfate	heparan sulfate		C56H77N5O81S12	0	-12	
m10008c	(ADDED)	protein C terminal		CO2R	0	-1	
m10009c	(ADDED)	protein N terminal		H3NR	0	1	
m10010c	(ADDED)	S-[(2E,6E)-farnesyl]-L-cysteine methyl ester		C19H34NO2S	0	1	
m10011c	(ADDED)	N-formyl-L-glutamate		C6H7NO5	0	-2	
m10011s	(ADDED)	N-formyl-L-glutamate		C6H7NO5	0	-2	
m10011x	(ADDED)	N-formyl-L-glutamate		C6H7NO5	0	-2	
m1mpdol_U_c	Alpha-D-Mannosyl-Beta-D-Mannosyl-Diacylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1305H2140N20O270P20		-20	0	metabolite is a duplicate and was therefore removed
m2mpdol_L_c	(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Liver Homolog	(DELETED)	C1420H2328N20O320P20		-20	0	metabolite is a duplicate and was therefore removed
m2mpdol_U_c	(Alpha-D-Mannosyl)2-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1365H2240N20O320P20		-20	0	metabolite is a duplicate and was therefore removed
m3mpdol_L_c	(Alpha-D-Mannosyl)3-Beta-D-Mannosyl-Diacetylchitodiphosphodolichol, Human Liver Homolog	(DELETED)	C1480H2428N20O370P20		-20	0	metabolite is a duplicate and was therefore removed
m3mpdol_U_c	(Alpha-D-Mannosyl)3-Beta-D-Mannosyl-Diacetylchitodiphosphodolichol, Human Uterine Homolog	(DELETED)	C1425H2340N20O370P20		-20	0	metabolite is a duplicate and was therefore removed
m4mpdol_U_c	(Alpha-D-Mannosyl)4-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1485H2440N20O420P20		-20	0	metabolite is a duplicate and was therefore removed
m4mpdol_U_r	(Alpha-D-Mannosyl)4-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1485H2440N20O420P20		-20	0	metabolite is a duplicate and was therefore removed
m5mpdol_L_r	(Alpha-D-Mannosyl)5-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Liver Homolog	(DELETED)	C1600H2628N20O470P20		-20	0	metabolite is a duplicate and was therefore removed
m5mpdol_U_r	(Alpha-D-Mannosyl)5-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1545H2540N20O470P20		-20	0	metabolite is a duplicate and was therefore removed
m6mpdol_L_r	(Alpha-D-Mannosyl)6-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Liver Homolog	(DELETED)	C1660H2728N20O520P20		-20	0	metabolite is a duplicate and was therefore removed
m6mpdol_U_r	(Alpha-D-Mannosyl)6-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1605H2640N20O520P20		-20	0	metabolite is a duplicate and was therefore removed
m7mpdol_L_r	(Alpha-D-Mannosyl)7-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Liver Homolog	(DELETED)	C1720H2828N20O570P20		-20	0	metabolite is a duplicate and was therefore removed
m7mpdol_U_r	(Alpha-D-Mannosyl)7-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1665H2740N20O570P20		-20	0	metabolite is a duplicate and was therefore removed
m8mpdol_L_r	(Alpha-D-Mannosyl)8-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Liver Homolog	(DELETED)	C1780H2928N20O620P20		-20	0	metabolite is a duplicate and was therefore removed
m8mpdol_U_r	(Alpha-D-Mannosyl)8-Beta-D-Mannosyl-Diacetylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1725H2840N20O620P20		-20	0	metabolite is a duplicate and was therefore removed
m_em_3gacpail_hs_r	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A))	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A))	C61H116N4O43P4RCO2R2CO2	C63H116N4O47P4R2	0	0	
m_em_3gacpail_prot_hs_r	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol-Protein (M4A)	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol-Protein (M4A)	C61H116N4O43P4RCO2R2CO2X	C63H116N4O47P4R2X	0	0	
m_em_3gacpail_r	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A)	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A)	C61H116N4O43P4RCO2R2CO2	C63H116N4O47P4R2	0	0	
metglntyr_c	Methionyl-Glutaminyl-Tyrosine	Methionyl-Glutaminyl-Tyrosine	C19H28N4O6	C19H28N4O6S	0	0	
metglntyr_s	Methionyl-Glutaminyl-Tyrosine	Methionyl-Glutaminyl-Tyrosine	C19H28N4O6	C19H28N4O6S	0	0	
metglntyr_x	Methionyl-Glutaminyl-Tyrosine	Methionyl-Glutaminyl-Tyrosine	C19H28N4O6	C19H28N4O6S	0	0	
mpdol_U_c	Beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1245H2040N20O220P20		-20	0	metabolite is a duplicate and was therefore removed
naglc2p_U_c	N-Acetyl-D-Glucosaminyldiphosphodolichol, Human Uterine Homolog	(DELETED)	C1105H1810N10O120P20		-20	0	metabolite is a duplicate and was therefore removed
retfa_c	Fatty Acid Retinol	(DELETED)	C20H29OR2CO		0	0	metabolite is a duplicate and was therefore removed
retfa_s	Fatty Acid Retinol	(DELETED)	C20H29OR2CO		0	0	metabolite is a duplicate and was therefore removed
retfa_x	Fatty Acid Retinol	(DELETED)	C20H29OR2CO		0	0	metabolite is a duplicate and was therefore removed
ttc_ggdp_c	Trans,Trans,Cis-Geranylgeranyl Diphosphate	(DELETED)	C20H33O7P2		-3	0	metabolite is a duplicate and was therefore removed
