mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID
"m03102c"	"m03102"	"q10h2"	"C00390"	""	"CHEBI:17976"	"9962735"	""	""	"HC00324"	"q10h2"	"MNXM9200"	""
"m03039c"	"m03039"	"tre"	"C01083"	"HMDB0000975"	"CHEBI:16551"	"7427"	""	""	"HC00658"	"tre"	"MNXM198"	""
"m01095r"	"m01095"	"xol7ah2"	"C05452"	"HMDB06893"	"CHEBI:28047"	"3080603"	"LMST04030109"	""	"HC01461"	"xol7ah2"	"MNXM162780;MNXM875"	""
"m01178m"	"m01178"	"xoldiolone"	"C05457"	""	"CHEBI:28477"	"3081958"	"LMST04030114"	""	"HC01465"	"xoldiolone"	"MNXM942;MNXM97103"	""
"m01447c"	"m01447"	"xoltri25"	""	""	""	"11954197"	"LMST04030166"	""	""	"xoltri25"	"MNXM163608;MNXM1646"	""
"m01155s"	"m01155"	"ahdt"	"C04895"	""	"CHEBI:18372"	"121885"	""	""	"HC01367"	"ahdt"	"MNXM397"	""
"m01686s"	"m01686"	"dgmp"	"C00362"	""	"CHEBI:16192"	"65059"	""	""	"HC00306"	"dgmp"	"MNXM546"	""
"m01688s"	"m01688"	"dgtp"	"C00286"	"HMDB01440"	"CHEBI:16497"	"65103"	""	""	"HC00252"	"dgtp"	"MNXM344"	""
"m01752s"	"m01752"	"dtmp"	"C00364"	"HMDB01227"	"CHEBI:17013"	"9700"	""	""	"HC00308"	"dtmp"	"MNXM257"	""
"m01753s"	"m01753"	"dttp"	"C00459"	"HMDB01342"	"CHEBI:18077"	"64968"	""	""	"HC00368"	"dttp"	"MNXM394"	""
"m01831s"	"m01831"	"fald"	"C00067"	"HMDB01426"	"CHEBI:16842"	"712"	""	""	"HC00070"	"fald"	"MNXM56"	""
"m01967s"	"m01967"	"g1p"	"C00103"	""	"CHEBI:16077"	"65533"	""	""	"HC00103"	"g1p"	"MNXM89588"	""
"m03127s"	"m03127"	""	"C05766"	""	"CHEBI:28766"	"440775"	""	""	"HC01609"	"HC01609"	"MNXM1123;MNXM165232"	""
"m01605s"	"m01605"	"cpppg1"	"C05768"	"HMDB02158"	"CHEBI:28607"	"440776"	""	""	"HC01610"	"cpppg1"	"MNXM1322"	""
"m02011s"	"m02011"	"gm2_hs"	"C04884"	"HMDB04936"	"CHEBI:51013"	"20057332"	"LMSP0601AM00"	""	"HC02160"	"HC02160"	"MNXM164819"	""
"m02008s"	"m02008"	"gm1_hs"	"C04911"	"HMDB00117"	"CHEBI:18216"	""	"LMSP0601AP00"	""	"HC02161"	"HC02161"	"MNXM164818"	""
"m03108s"	"m03108"	"udpg"	"C00029"	""	"CHEBI:18066"	"53477679"	""	""	"HC00038"	"udpg"	"MNXM52"	""
"m02764r"	"m02764"	""	"C03428"	""	"CHEBI:15442"	""	""	""	"HC01118"	"HC01118"	"MNXM591"	""
"m02411p"	"m02411"	"pmtcrn"	"C02990"	"HMDB00222"	"CHEBI:17490"	"11953816"	"LMFA07070004"	""	"HC01034"	"pmtcrn"	"MNXM162587;MNXM787"	""
"m02388p"	"m02388"	"lnlccrn"	""	""	""	"6450015"	""	""	"HC10855"	"lnlccrn"	"MNXM8847"	""
"m01363p"	"m01363"	"arachdcrn"	""	""	""	""	""	""	"HC12236"	"arachdcrn"	"MNXM8358"	""
"m01747s"	"m01747"	"dtdp"	"C00363"	"HMDB01274"	"CHEBI:18075"	"164628"	""	""	"HC00307"	"dtdp"	"MNXM152"	""
"m00755c"	"m00755"	"dhcholoylcoa"	"C05447"	""	"CHEBI:27393"	"5280796"	"LMST01010220"	""	""	"dhcholoylcoa"	"MNXM163354;MNXM2748"	""
"C02528_r"	"C02528"	"C02528"	"C02528"	"HMDB00518"	"CHEBI:16755"	"10133"	""	""	""	"C02528_r"	"MNXM1183"	""
"C02528_c"	"C02528"	"C02528"	"C02528"	"HMDB00518"	"CHEBI:16755"	"10133"	""	""	""	"C02528_c"	"MNXM1183"	""
"m00726m"	"m00726"	"34dhmald"	"C05577"	""	""	"151725"	""	""	"HC01514"	"34dhmald"	"MNXM1633"	""
"m00727m"	"m00727"	"34dhoxmand"	"C05580"	""	""	"85782"	""	""	"HC01517"	"34dhoxmand"	"MNXM3473;MNXM90911"	""
"m02137m"	"m02137"	"homoval"	"C05582"	"HMDB00118"	"CHEBI:545959"	"1738"	""	""	"HC01519"	"homoval"	"MNXM162963;MNXM3287"	""
"m00818m"	"m00818"	"3mox4hpac"	"C05581"	""	"CHEBI:28111"	"151276"	""	""	"HC01518"	"3mox4hpac"	"MNXM4183"	""
"m00820m"	"m00820"	"3m4hpga"	"C05583"	""	""	"440729"	""	""	"HC01520"	"3m4hpga"	"MNXM162904;MNXM1989"	""
"m03136m"	"m03136"	"3mox4hoxm"	"C05584"	"HMDB00291"	"CHEBI:1127735"	"736172"	""	""	"HC01521"	"3mox4hoxm"	"MNXM163196;MNXM3383"	""
"m02336p"	"m02336"	"lanost"	"C01724"	"HMDB01251"	"CHEBI:16521"	"246983"	"LMST01010017"	""	"HC00833"	"lanost"	"MNXM482"	""
"C02528_s"	"C02528"	"C02528"	"C02528"	"HMDB00518"	"CHEBI:16755"	"10133"	""	""	""	"C02528_e"	"MNXM1183"	""
"m00755m"	"m00755"	"dhcholoylcoa"	"C05447"	""	"CHEBI:27393"	"5280796"	"LMST01010220"	""	""	"dhcholoylcoa"	"MNXM163354;MNXM2748"	""
"m00968r"	"m00968"	""	"C05103"	""	""	"22212495"	""	""	"HC02110"	"HC02110"	"MNXM1804"	""
"m00051r"	"m00051"	"hdd2coa"	"C05272"	"HMDB06533"	"CHEBI:28935"	"46173176"	"LMFA07050020"	""	"HC01411"	"hdd2coa"	"MNXM581"	""
"HC02097_c"	"HC02097"	""	""	""	""	""	""	""	"HC02097"	"HC02097_c"	"MNXM10102"	""
"HC02098_c"	"HC02098"	""	""	""	""	""	""	""	"HC02098"	"HC02098_c"	"MNXM3843"	""
"HC02099_c"	"HC02099"	""	""	""	""	""	""	""	"HC02099"	"HC02099_c"	"MNXM2573"	""
"HC01988_c"	"HC01988"	""	""	""	""	""	""	""	"HC01988"	"HC01988_c"	"MNXM6439"	""
"CE0692_m"	"CE0692"	""	""	""	""	""	""	"CE0692"	""	"CE0692_m"	""	""
"HC02154_c"	"HC02154"	"HC02154"	""	""	""	""	""	""	"HC02154"	"HC02154_c"	"MNXM164821"	""
"HC02154_s"	"HC02154"	"HC02154"	""	""	""	""	""	""	"HC02154"	"HC02154_e"	"MNXM164821"	""
"m00270s"	"m00270"	"wharachd"	"C14748"	""	"CHEBI:34306"	"5283157"	""	""	""	"wharachd"	"MNXM22451"	""
"C01241_m"	"C01241"	"C01241"	"C01241"	""	"CHEBI:15958"	""	""	""	""	"C01241_m"	"MNXM91270"	""
"C04308_m"	"C04308"	"C04308"	"C04308"	""	""	""	""	""	""	"C04308_m"	"MNXM75100"	""
"C01241_r"	"C01241"	"C01241"	"C01241"	""	"CHEBI:15958"	""	""	""	""	"C01241_r"	"MNXM91270"	""
"C04308_r"	"C04308"	"C04308"	"C04308"	""	""	""	""	""	""	"C04308_r"	"MNXM75100"	""
"m02938m"	"m02938"	"ocdca"	"C01530"	"HMDB00827"	"CHEBI:28842"	"5281"	"LMFA01010018"	""	""	"ocdca"	"MNXM236"	""
"m02938p"	"m02938"	"ocdca"	"C01530"	"HMDB00827"	"CHEBI:28842"	"5281"	"LMFA01010018"	""	""	"ocdca"	"MNXM236"	""
"m00083c"	"m00083"	""	""	""	""	"53481430"	""	"CE2421"	""	"CE2421"	"MNXM31120"	""
"m00884c"	"m00884"	""	""	""	""	""	""	"CE0713"	""	"CE0713"	"MNXM166247"	""
"m01597s"	"m01597"	"coa"	"C00010"	"HMDB01423"	"CHEBI:1146900"	"6816"	""	""	"HC00020"	"coa"	"MNXM12"	""
"m02444s"	"m02444"	"malcoa"	"C00083"	"HMDB01175"	"CHEBI:15531"	"10663"	"LMFA07050031"	""	"HC00086"	"malcoa"	"MNXM40"	""
"m01773s"	"m01773"	"arachcoa"	"C02041"	"HMDB04258"	"CHEBI:15527"	"16061151"	"LMFA07050006"	""	""	"arachcoa"	"MNXM1429;MNXM3215"	""
"m00866s"	"m00866"	""	""	""	""	"25229584"	""	"CE2250"	""	"CE2250"	"MNXM36756"	""
"m00040n"	"m00040"	""	""	""	""	""	""	"CE2242"	""	"CE2242"	"MNXM97615"	""
"m01725n"	"m01725"	""	"C16528"	""	"CHEBI:65088"	"53481548"	"LMFA07050052"	"CE2254"	""	"docoscoa"	"MNXM10780"	""
"m02444n"	"m02444"	"malcoa"	"C00083"	"HMDB01175"	"CHEBI:15531"	"10663"	"LMFA07050031"	""	"HC00086"	"malcoa"	"MNXM40"	""
"m00904n"	"m00904"	""	""	""	""	"25229583"	""	"CE2253"	""	"CE2253"	"MNXM36773"	""
"m01771m"	"m01771"	"arach"	"C06425"	"HMDB02212"	"CHEBI:28822"	"10467"	"LMFA01010020"	""	""	"arach"	"MNXM2976"	""
"m01771p"	"m01771"	"arach"	"C06425"	"HMDB02212"	"CHEBI:28822"	"10467"	"LMFA01010020"	""	""	"arach"	"MNXM2976"	""
"m01373m"	"m01373"	""	"C08281"	"HMDB00944"	"CHEBI:28941"	"8215"	"LMFA01010022"	""	""	"docosac"	"MNXM162817;MNXM7102"	""
"m01373p"	"m01373"	""	"C08281"	"HMDB00944"	"CHEBI:28941"	"8215"	"LMFA01010022"	""	""	"docosac"	"MNXM162817;MNXM7102"	""
"m02385m"	"m02385"	"lgnc"	"C08320"	"HMDB02003"	"CHEBI:28866"	"11197"	"LMFA01010024"	""	"HC01788"	"lgnc"	"MNXM3297;MNXM8841"	""
"m02385p"	"m02385"	"lgnc"	"C08320"	"HMDB02003"	"CHEBI:28866"	"11197"	"LMFA01010024"	""	"HC01788"	"lgnc"	"MNXM3297;MNXM8841"	""
"m01596l"	"m01596"	"co2"	"C00011"	"HMDB01967"	"CHEBI:16526"	"280"	""	""	"HC00021"	"co2"	"MNXM13"	""
"m00890l"	"m00890"	"3ohodcoa"	"C16216"	"HMDB06498"	"CHEBI:50571"	"22833663"	""	""	""	"3ohodcoa"	"MNXM513"	""
"m02678l"	"m02678"	"pmtcoa"	"C00154"	"HMDB01338"	"CHEBI:15525"	"15667"	"LMFA07050002"	""	"HC00150"	"pmtcoa"	"MNXM88"	""
"m02444l"	"m02444"	"malcoa"	"C00083"	"HMDB01175"	"CHEBI:15531"	"10663"	"LMFA07050031"	""	"HC00086"	"malcoa"	"MNXM40"	""
"m00890r"	"m00890"	"3ohodcoa"	"C16216"	"HMDB06498"	"CHEBI:50571"	"22833663"	""	""	""	"3ohodcoa"	"MNXM513"	""
"m00793r"	"m00793"	""	""	""	""	"24906329"	""	"CE2248"	""	"CE2248"	"MNXM1309"	""
"m00057n"	"m00057"	"od2coa"	"C16218"	"HMDB06529"	"CHEBI:50570"	"53477850"	"LMFA07050055"	""	""	"od2coa"	"MNXM954"	""
"m00793n"	"m00793"	""	""	""	""	"24906329"	""	"CE2248"	""	"CE2248"	"MNXM1309"	""
"m02941n"	"m02941"	"stcoa"	"C00412"	"HMDB01114"	"CHEBI:15541"	"439229"	"LMFA07050004"	""	"HC00338"	"stcoa"	"MNXM272"	""
"m02158s"	"m02158"	""	""	""	""	"124985"	""	"CE2011"	""	"CE2011"	"MNXM57006"	""
"m02986l"	"m02986"	"tcynt"	"C01755"	"HMDB01453"	"CHEBI:18022"	"9322"	""	""	""	"tcynt"	"MNXM762"	""
"m02158l"	"m02158"	""	""	""	""	"124985"	""	"CE2011"	""	"CE2011"	"MNXM57006"	""
"m02158m"	"m02158"	""	""	""	""	"124985"	""	"CE2011"	""	"CE2011"	"MNXM57006"	""
"m02986n"	"m02986"	"tcynt"	"C01755"	"HMDB01453"	"CHEBI:18022"	"9322"	""	""	""	"tcynt"	"MNXM762"	""
"m02158n"	"m02158"	""	""	""	""	"124985"	""	"CE2011"	""	"CE2011"	"MNXM57006"	""
"m02946g"	"m02946"	"so4"	"C00059"	"HMDB01448"	"CHEBI:16189"	"1117"	""	""	"HC00062"	"so4"	"MNXM58"	""
"m00721g"	"m00721"	""	""	""	""	""	""	"CE2870"	""	"CE2870"	"MNXM164192"	""
"m00720g"	"m00720"	""	""	""	""	"107564"	""	"CE2866"	""	"CE2866"	"MNXM1986"	""
"m00721r"	"m00721"	""	""	""	""	""	""	"CE2870"	""	"CE2870"	"MNXM164192"	""
"m00737g"	"m00737"	""	""	""	""	""	""	"CE2873"	""	"CE2873"	"MNXM150744"	""
"m00736g"	"m00736"	""	""	""	""	"67894139"	""	"CE2872"	""	"CE2872"	"MNXM9935"	""
"m00737r"	"m00737"	""	""	""	""	""	""	"CE2873"	""	"CE2873"	"MNXM150744"	""
"m00829g"	"m00829"	""	""	""	""	""	""	"CE2875"	""	"CE2875"	"MNXM150752"	""
"m00828g"	"m00828"	""	""	""	""	""	""	"CE2874"	""	"CE2874"	"MNXM169240"	""
"m00829r"	"m00829"	""	""	""	""	""	""	"CE2875"	""	"CE2875"	"MNXM150752"	""
"CE2881_c"	"CE2881"	""	""	""	""	"65552"	""	"CE2881"	""	"CE2881_c"	""	""
"CE2885_c"	"CE2885"	""	""	""	""	""	""	"CE2885"	""	"CE2885_c"	""	""
"CE2881_r"	"CE2881"	"CE2881"	""	""	""	"65552"	""	"CE2881"	""	"CE2881_r"	"MNXM166091"	""
"CE2885_r"	"CE2885"	"CE2885"	""	""	""	""	""	"CE2885"	""	"CE2885_r"	"MNXM166092"	""
"CE2882_c"	"CE2882"	""	""	""	""	"22660069"	""	"CE2882"	""	"CE2882_c"	""	""
"CE2886_c"	"CE2886"	""	""	""	""	""	""	"CE2886"	""	"CE2886_c"	""	""
"CE2882_r"	"CE2882"	"CE2882"	""	""	""	"22660069"	""	"CE2882"	""	"CE2882_r"	"MNXM166074"	""
"CE2886_r"	"CE2886"	"CE2886"	""	""	""	""	""	"CE2886"	""	"CE2886_r"	"MNXM166075"	""
"CE2883_c"	"CE2883"	""	""	""	""	"5803"	""	"CE2883"	""	"CE2883_c"	""	""
"CE2887_c"	"CE2887"	""	""	""	""	""	""	"CE2887"	""	"CE2887_c"	""	""
"CE2883_r"	"CE2883"	"CE2883"	""	""	""	"5803"	""	"CE2883"	""	"CE2883_r"	"MNXM166094"	""
"CE2887_r"	"CE2887"	"CE2887"	""	""	""	""	""	"CE2887"	""	"CE2887_r"	"MNXM166095"	""
"CE2884_c"	"CE2884"	""	""	""	""	"4532725"	""	"CE2884"	""	"CE2884_c"	""	""
"CE2888_c"	"CE2888"	""	""	""	""	""	""	"CE2888"	""	"CE2888_c"	""	""
"CE2884_r"	"CE2884"	"CE2884"	""	""	""	"4532725"	""	"CE2884"	""	"CE2884_r"	"MNXM166036"	""
"CE2888_r"	"CE2888"	"CE2888"	""	""	""	""	""	"CE2888"	""	"CE2888_r"	"MNXM166037"	""
"m01387s"	"m01387"	""	""	""	""	"4424653"	""	"CE2915"	""	"CE2915"	"MNXM163311"	""
"m01386s"	"m01386"	""	""	""	""	""	""	"CE4722"	""	"CE4722"	"MNXM152651"	""
"m02563s"	"m02563"	""	""	""	""	""	""	"CE2916"	""	"CE2916"	"MNXM158695"	""
"m02562s"	"m02562"	""	""	""	""	""	""	"CE4723"	""	"CE4723"	"MNXM158696"	""
"m01348s"	"m01348"	""	""	""	""	"53481538"	""	"CE2917"	""	"CE2917"	"MNXM42305"	""
"m01347s"	"m01347"	""	""	""	""	""	""	"CE4724"	""	"CE4724"	"MNXM152293"	""
"CE1950_c"	"CE1950"	""	""	""	""	""	""	"CE1950"	""	"CE1950_c"	""	""
"cynt_c"	"cynt"	"cynt"	""	""	""	"540"	""	""	""	"cynt_c"	"MNXM1191"	""
"CE1950_s"	"CE1950"	"CE1950"	""	""	""	""	""	"CE1950"	""	"CE1950_e"	""	""
"cynt_s"	"cynt"	"cynt"	""	""	""	"540"	""	""	""	"cynt_e"	"MNXM1191"	""
"m02949l"	"m02949"	"so3"	"C00094"	""	"CHEBI:48854"	"1100"	""	""	"HC00096"	"so3"	"MNXM105630"	""
"CE1950_l"	"CE1950"	""	""	""	""	""	""	"CE1950"	""	"CE1950_l"	""	""
"cynt_l"	"cynt"	""	""	""	""	"540"	""	""	""	"cynt_l"	""	""
"m02949n"	"m02949"	"so3"	"C00094"	""	"CHEBI:48854"	"1100"	""	""	"HC00096"	"so3"	"MNXM105630"	""
"CE1950_n"	"CE1950"	""	""	""	""	""	""	"CE1950"	""	"CE1950_n"	""	""
"cynt_n"	"cynt"	""	""	""	""	"540"	""	""	""	"cynt_n"	""	""
"m02573m"	"m02573"	""	"C01836"	""	"CHEBI:7542"	"25078013"	""	""	""	"C01836"	"MNXM64520"	""
"m02571m"	"m02571"	""	""	""	""	"53481584"	""	"CE2862"	""	"CE2862"	"MNXM165013"	""
"m02572m"	"m02572"	""	""	""	""	"53481585"	""	"CE2863"	""	"CE2863"	"MNXM64523"	""
"CE2891_c"	"CE2891"	"CE2891"	""	""	""	"25075991"	""	"CE2891"	""	"CE2891_c"	"MNXM51738"	""
"CE4753_c"	"CE4753"	"CE4753"	""	""	""	"53481556"	""	"CE4753"	""	"CE4753_c"	"MNXM51740"	""
"CE4754_c"	"CE4754"	"CE4754"	""	""	""	"53481557"	""	"CE4754"	""	"CE4754_c"	"MNXM51741"	""
"m00971m"	"m00971"	"andrstndn"	"C00280"	"HMDB00053"	"CHEBI:16422"	"6128"	"LMST02020007"	""	""	"andrstndn"	"MNXM162523;MNXM239"	""
"m00409m"	"m00409"	"17ahprgstrn"	"C01176"	"HMDB00374"	"CHEBI:17252"	"6238"	"LMST02030161"	""	""	"17ahprgstrn"	"MNXM162621;MNXM347"	""
"m00408g"	"m00408"	"17ahprgnlone"	"C05138"	"HMDB00363"	"CHEBI:28750"	"91451"	"LMST02030089"	""	""	"17ahprgnlone"	"MNXM162733;MNXM531"	""
"m00407g"	"m00407"	""	""	""	""	"152971"	""	"CE1352"	""	"CE1352"	"MNXM468425"	""
"m00408l"	"m00408"	"17ahprgnlone"	"C05138"	"HMDB00363"	"CHEBI:28750"	"91451"	"LMST02030089"	""	""	"17ahprgnlone"	"MNXM162733;MNXM531"	""
"m00407l"	"m00407"	""	""	""	""	"152971"	""	"CE1352"	""	"CE1352"	"MNXM468425"	""
"m00407r"	"m00407"	""	""	""	""	"152971"	""	"CE1352"	""	"CE1352"	"MNXM468425"	""
"m01512g"	"m01512"	"chsterols"	"C18043"	"HMDB00653"	"CHEBI:41321"	"65076"	"LMST05020016"	""	""	"chsterols"	"MNXM163781;MNXM91512"	""
"m01512l"	"m01512"	"chsterols"	"C18043"	"HMDB00653"	"CHEBI:41321"	"65076"	"LMST05020016"	""	""	"chsterols"	"MNXM163781;MNXM91512"	""
"m01660m"	"m01660"	"dhea"	"C01227"	"HMDB00077"	"CHEBI:220467"	"9860744"	"LMST02020021"	""	""	"dhea"	"MNXM375"	""
"m00408m"	"m00408"	"17ahprgnlone"	"C05138"	"HMDB00363"	"CHEBI:28750"	"91451"	"LMST02030089"	""	""	"17ahprgnlone"	"MNXM162733;MNXM531"	""
"m02763g"	"m02763"	"prgnlone"	"C01953"	"HMDB00253"	"CHEBI:16581"	"53477678"	"LMST02030088"	""	""	"prgnlone"	"MNXM385"	""
"m02762g"	"m02762"	"prgnlones"	"C18044"	"HMDB00774"	"CHEBI:35420"	"20845972"	"LMST05020009"	""	""	"prgnlones"	"MNXM2275;MNXM91704"	""
"m02763l"	"m02763"	"prgnlone"	"C01953"	"HMDB00253"	"CHEBI:16581"	"53477678"	"LMST02030088"	""	""	"prgnlone"	"MNXM385"	""
"m02762l"	"m02762"	"prgnlones"	"C18044"	"HMDB00774"	"CHEBI:35420"	"20845972"	"LMST05020009"	""	""	"prgnlones"	"MNXM2275;MNXM91704"	""
"m02319m"	"m02319"	"Lkynr"	"C00328"	"HMDB00684"	"CHEBI:16946"	"161166"	""	""	"HC00278"	"Lkynr"	"MNXM260"	""
"m00990m"	"m00990"	"kynate"	"C01717"	"HMDB00715"	"CHEBI:18344"	"3845"	""	""	""	"kynate"	"MNXM92974"	""
"m02736m"	"m02736"	"pail45p_hs"	"C04637"	""	"CHEBI:28910"	""	""	""	""	"pail45p_hs"	"MNXM2711"	""
"m00554m"	"m00554"	"pail5p_hs"	"C11557"	""	"CHEBI:16500"	""	""	"CE5101"	""	"CE5101;pail5p_hs"	"MNXM324"	""
"m02387m"	"m02387"	"lnlc"	"C01595"	"HMDB00673"	"CHEBI:17351"	"5280450"	"LMFA01030120"	""	"HC00796"	"lnlc"	"MNXM293"	""
"m02387p"	"m02387"	"lnlc"	"C01595"	"HMDB00673"	"CHEBI:17351"	"5280450"	"LMFA01030120"	""	"HC00796"	"lnlc"	"MNXM293"	""
"m00081c"	"m00081"	""	""	""	""	"53481423"	""	"CE2418"	""	"CE2418"	"MNXM31113"	""
"m00855c"	"m00855"	""	""	""	""	""	""	"CE2422"	""	"CE2422"	"MNXM166235"	""
"m00696c"	"m00696"	""	""	""	""	""	""	"CE2417"	""	"CE2417"	"MNXM166068"	""
"m00854c"	"m00854"	""	""	""	""	""	""	"CE2424"	""	"CE2424"	"MNXM166234"	""
"m00082c"	"m00082"	""	""	""	""	"53481428"	""	"CE2420"	""	"CE2420"	"MNXM31119"	""
"m00883c"	"m00883"	""	""	""	""	""	""	"CE0693"	""	"CE0693"	"MNXM166245"	""
"m01110m"	"m01110"	""	""	"HMDB01855"	""	"9061"	""	"CE1918"	""	"CE1918"	"MNXM8173"	""
"m01183c"	"m01183"	"xol7a"	"C03594"	""	"CHEBI:17500"	"121935"	"LMST01010013"	""	"HC01146"	"xol7a"	"MNXM163606;MNXM740"	""
"m01182m"	"m01182"	"xol7aone"	"C05455"	"HMDB01993"	"CHEBI:17899"	"123743"	"LMST04030123"	""	"HC01464"	"xol7aone"	"MNXM162439;MNXM595"	""
"m01094c"	"m01094"	"CE0233"	""	""	""	""	""	"CE0233"	""	"CE0233_c"	"MNXM151435"	""
"m01089c"	"m01089"	""	""	"HMDB00655"	""	"53477712"	"LMST04030031"	"CE1272"	""	"CE1272"	"MNXM29720"	""
"m01085c"	"m01085"	""	""	""	""	"5284212"	""	"CE1277"	""	"CE1277"	"MNXM28106"	""
"m01086c"	"m01086"	""	""	"HMDB00556"	""	"21252253"	"LMST04030039"	"CE1279"	""	"CE1279"	"MNXM164359"	""
"m01088c"	"m01088"	""	""	"HMDB02180"	""	"5284194"	"LMST04030016"	"CE1278"	""	"CE1278"	"MNXM164360"	""
"m00763c"	"m00763"	""	""	""	""	""	""	"CE1298"	""	"CE1298"	"MNXM163194"	""
"m00764c"	"m00764"	""	""	""	""	""	""	"CE1292"	""	"CE1292"	"MNXM163195"	""
"m00761c"	"m00761"	""	""	""	""	"3081084"	""	"CE3038"	""	"CE3038"	"MNXM6853"	""
"m01180c"	"m01180"	""	""	""	""	""	""	"CE2345"	""	"CE2345"	"MNXM164390"	""
"m01434m"	"m01434"	"dcholcoa"	"C05337"	"HMDB02325"	"CHEBI:28701"	"11953854"	""	""	"HC01426"	"dcholcoa"	"MNXM834"	""
"C02528_m"	"C02528"	"C02528"	"C02528"	"HMDB00518"	"CHEBI:16755"	"10133"	""	""	""	"C02528_m"	"MNXM1183"	""
"m00614m"	"m00614"	"dhcholestancoa"	"C04644"	"HMDB02159"	"CHEBI:15494"	"440420"	"LMST01010221"	""	"HC01332"	"dhcholestancoa"	"MNXM162803;MNXM90923"	""
"m00570s"	"m00570"	""	"C02355"	""	""	"439715"	""	""	""	"23cump"	"MNXM3150"	""
"m00921s"	"m00921"	""	"C01368"	""	"CHEBI:28895"	"101543"	""	""	""	"3ump"	"MNXM2184"	""
"m02356p"	"m02356"	"dopaqn"	"C00822"	"HMDB01229"	"CHEBI:16852"	"439316"	""	""	""	"dopaqn"	"MNXM1481;MNXM163364"	""
"m01139p"	"m01139"	""	""	""	""	""	""	"CE5026"	""	"CE5026"	"MNXM164352"	""
"m02734g"	"m02734"	"pail345p_hs"	"C05981"	""	"CHEBI:16618"	""	""	""	""	"pail345p_hs"	"MNXM90654"	""
"m02735g"	"m02735"	"pail35p_hs"	"C11556"	""	"CHEBI:16851"	""	""	""	""	"pail35p_hs"	"MNXM7658"	""
"m02734r"	"m02734"	"pail345p_hs"	"C05981"	""	"CHEBI:16618"	""	""	""	""	"pail345p_hs"	"MNXM90654"	""
"m00098n"	"m00098"	""	""	""	""	""	""	"CE2566"	""	"CE2566"	"MNXM162637"	""
"m00374n"	"m00374"	""	""	""	""	"3246888"	"LMFA03060030"	"CE2565"	""	"CE2565"	"MNXM33399"	""
"m00635r"	"m00635"	""	"C13856"	"HMDB04666"	"CHEBI:52392"	"5282280"	"LMGL01010023"	""	""	"C13856"	"MNXM1167"	""
"m00322r"	"m00322"	""	""	""	""	""	""	"CE5700"	""	"CE5700"	"MNXM164054"	""
"m00635g"	"m00635"	""	"C13856"	"HMDB04666"	"CHEBI:52392"	"5282280"	"LMGL01010023"	""	""	"C13856"	"MNXM1167"	""
"m00534g"	"m00534"	""	""	""	""	"53481443"	""	"CE3481"	""	"CE3481"	"MNXM32836"	""
"m00534r"	"m00534"	""	""	""	""	"53481443"	""	"CE3481"	""	"CE3481"	"MNXM32836"	""
"m02786m"	"m02786"	"prostge2"	"C00584"	"HMDB01220"	"CHEBI:15551"	"5280360"	"LMFA03010003"	""	"HC02212"	"prostge2"	"MNXM162396;MNXM661"	""
"m02777m"	"m02777"	""	"C05953"	"HMDB02752"	"CHEBI:27820"	"22833602"	"LMFA03010035"	""	"HC02203"	"HC02203"	"MNXM7702"	""
"CE2953_c"	"CE2953"	""	""	""	""	"536537"	""	"CE2953"	""	"CE2953_c"	""	""
"CE1162_c"	"CE1162"	"CE1162"	""	""	""	"65722"	""	"CE1162"	""	"CE1162_c"	"MNXM169417"	""
"CE2955_c"	"CE2955"	"CE2955"	""	""	""	""	""	"CE2955"	""	"CE2955_c"	"MNXM40794"	""
"m01314r"	"m01314"	""	"C13712"	"HMDB01449"	"CHEBI:50169"	"92786"	"LMST02030130"	"CE2211"	""	"CE2211"	"MNXM3494"	""
"m00604r"	"m00604"	""	"C13713"	"HMDB00879"	"CHEBI:805752"	"101771"	""	"CE5072"	""	"CE5072"	"MNXM8277"	""
"CE1297_c"	"CE1297"	"CE1297"	""	""	""	"129846"	""	"CE1297"	""	"CE1297_c"	"MNXM164395"	""
"CE1294_c"	"CE1294"	"CE1294"	""	""	""	""	""	"CE1294"	""	"CE1294_c"	"MNXM150736"	""
"CE1297_m"	"CE1297"	"CE1297"	""	""	""	"129846"	""	"CE1297"	""	"CE1297_m"	"MNXM164395"	""
"CE1294_m"	"CE1294"	"CE1294"	""	""	""	""	""	"CE1294"	""	"CE1294_m"	"MNXM150736"	""
"CE5932_c"	"CE5932"	"CE5932"	""	""	""	""	""	"CE5932"	""	"CE5932_c"	"MNXM164058"	""
"CE5013_c"	"CE5013"	"CE5013"	""	""	""	"6449967"	""	"CE5013"	""	"CE5013_c"	"MNXM165537"	""
"m02315s"	"m02315"	""	""	""	""	"53481565"	""	"CE5788"	""	"CE5788"	"MNXM59130"	""
"m02316s"	"m02316"	""	""	""	""	"53481566"	""	"CE5789"	""	"CE5789"	"MNXM59131"	""
"m02568l"	"m02568"	""	""	""	""	"53481579"	""	"CE5794"	""	"CE5794"	"MNXM165012"	""
"m02566l"	"m02566"	""	""	""	""	"53481577"	""	"CE5795"	""	"CE5795"	"MNXM64493"	""
"m02567l"	"m02567"	""	""	""	""	"53481578"	""	"CE5796"	""	"CE5796"	"MNXM64494"	""
