rxns	rxnKEGGID	rxnBiGGID	rxnEHMNID	rxnHepatoNET1ID	rxnREACTOMEID	rxnRecon3DID	rxnMetaNetXID	rxnHMR2ID	rxnRatconID	rxnTCDBID	spontaneous	rxnMAID
"TYRATB0tc"	""	"TYRATB0tc"	""	""	""	"TYRATB0tc"	"MNXR104989"	""	""	""	0	""
"VITEtl"	""	"VITEtl"	""	""	""	"VITEtl"	"MNXR105204"	""	""	""	0	""
"VITKtl"	""	"VITKtl"	""	""	""	"VITKtl"	"MNXR105205"	""	""	""	0	""
"XOLEST2HSTDle"	""	""	""	""	""	"XOLEST2HSTDle"	""	""	""	""	0	""
"1a25DHVITD3TRn"	""	"1a25DHVITD3TRn"	""	""	""	"1a25DHVITD3TRn"	"MNXR94713"	""	""	""	0	""
"3AIB_Dtm"	""	"3AIB_Dtm"	""	""	""	"3AIB_Dtm"	"MNXR94852"	""	""	""	0	""
"4ABUTtcn"	""	"4ABUTtcn"	""	""	""	"4ABUTtcn"	"MNXR94993"	""	""	""	0	""
"4HPROLTASCT1"	""	"4HPROLTASCT1"	""	""	""	"4HPROLTASCT1"	"MNXR95021"	""	""	""	0	""
"ADNK3"	""	"ADNK3"	""	""	""	"ADNK3"	"MNXR95457"	""	""	""	0	""
"ADNK4"	""	"ADNK4"	""	""	""	"ADNK4"	"MNXR95458"	""	""	""	0	""
"AHCYStd"	""	"AHCYStm"	""	""	""	"AHCYStd"	"MNXR95626"	""	""	""	0	""
"ARACHFATPc"	""	"ARACHFATPc"	""	""	""	"ARACHFATPc"	"MNXR95919"	""	""	""	0	""
"ASPDTDe"	""	"ASPDTDe"	""	""	""	"ASPDTDe"	"MNXR96081"	""	""	""	0	""
"ASPPROASCT1"	""	"ASPPROASCT1"	""	""	""	"ASPPROASCT1"	"MNXR96096"	""	""	""	0	""
"BIDGLCURr"	""	"BIDGLCURr"	""	""	""	"BIDGLCURr"	""	""	""	""	0	""
"CYSAMOe"	""	"CYSAMOe"	""	""	""	"CYSAMOe"	"MNXR96988"	""	""	""	0	""
"Coqe"	""	"Coqe"	""	""	""	"Coqe"	"MNXR97066"	""	""	""	0	""
"DATPtm"	""	"DATPtm_cho"	""	""	""	"DATPtm"	"MNXR97176"	""	""	""	0	""
"DCTPtm"	""	"DNDPt51m"	""	""	""	"DCTPtm"	"MNXR97204"	""	""	""	0	""
"DGTPtm"	""	"DGTPtm"	""	""	""	"DGTPtm"	"MNXR97327"	""	""	""	0	""
"DHAPtc"	""	"DHAPtm"	""	""	""	"DHAPtc"	"MNXR97366"	""	""	""	0	""
"DPCOAPPe"	""	"DPCOAPPe"	""	""	""	"DPCOAPPe"	"MNXR97763"	""	""	""	0	""
"DSREDUCr"	""	"DSREDUCr"	""	""	""	"DSREDUCr"	""	""	""	""	0	""
"DTMPKm"	""	"DTMPKm"	""	""	""	"DTMPKm"	"MNXR97804"	""	""	""	0	""
"DTTPtm"	""	"DNDPt47m"	""	""	""	"DTTPtm"	"MNXR97660"	""	""	""	0	""
"EX_4hpro[e]"	""	"EX_4hpro_LT_e"	""	""	""	"EX_4hpro[e]"	"MNXR98066"	""	""	""	0	""
"EX_adpcbl[e]"	""	""	""	""	""	"EX_adpcbl[e]"	""	""	""	""	0	""
"EX_alaala[e]"	""	"EX_alaala_e"	""	""	""	"EX_alaala[e]"	"MNXR98257"	""	""	""	0	""
"EX_bglc[e]"	""	"EX_bglc_e"	""	""	""	"EX_bglc[e]"	"MNXR98296"	""	""	""	0	""
"EX_carn[e]"	""	"EX_carn_e"	""	""	""	"EX_carn[e]"	"MNXR98320"	""	""	""	0	""
"EX_dchac[e]"	""	"EX_dchac_e"	""	""	""	"EX_dchac[e]"	"MNXR98399"	""	""	""	0	""
"EX_glgchlo[e]"	""	"EX_glgchlo_e"	""	""	""	"EX_glgchlo[e]"	"MNXR98578"	""	""	""	0	""
"EX_gltcho[e]"	""	"EX_gltcho_e"	""	""	""	"EX_gltcho[e]"	"MNXR98580"	""	""	""	0	""
"EX_gltdechol[e]"	""	"EX_gltdechol_e"	""	""	""	"EX_gltdechol[e]"	"MNXR98581"	""	""	""	0	""
"EX_glygly[e]"	""	"EX_glygly_e"	""	""	""	"EX_glygly[e]"	"MNXR98606"	""	""	""	0	""
"EX_glysar[e]"	""	"EX_glysar_e"	""	""	""	"EX_glysar[e]"	"MNXR98613"	""	""	""	0	""
"EX_gum[e]"	""	"EX_gum_e"	""	""	""	"EX_gum[e]"	"MNXR98634"	""	""	""	0	""
"EX_gumdchac[e]"	""	"EX_gumdchac_e"	""	""	""	"EX_gumdchac[e]"	"MNXR98635"	""	""	""	0	""
"EX_gumgchol[e]"	""	"EX_gumgchol_e"	""	""	""	"EX_gumgchol[e]"	"MNXR98636"	""	""	""	0	""
"EX_gumtchol[e]"	""	"EX_gumtchol_e"	""	""	""	"EX_gumtchol[e]"	"MNXR98637"	""	""	""	0	""
"EX_leugly[e]"	""	"EX_leugly_e"	""	""	""	"EX_leugly[e]"	"MNXR98701"	""	""	""	0	""
"EX_leuleu[e]"	""	"EX_leuleu_e"	""	""	""	"EX_leuleu[e]"	"MNXR98708"	""	""	""	0	""
"EX_pect[e]"	""	"EX_pect_e"	""	""	""	"EX_pect[e]"	"MNXR98831"	""	""	""	0	""
"EX_pectindchac[e]"	""	"EX_pectindchac_e"	""	""	""	"EX_pectindchac[e]"	"MNXR98833"	""	""	""	0	""
"EX_pectingchol[e]"	""	"EX_pectingchol_e"	""	""	""	"EX_pectingchol[e]"	"MNXR98834"	""	""	""	0	""
"EX_pectintchol[e]"	""	"EX_pectintchol_e"	""	""	""	"EX_pectintchol[e]"	"MNXR98835"	""	""	""	0	""
"EX_psyl[e]"	""	"EX_psyl_e"	""	""	""	"EX_psyl[e]"	"MNXR98881"	""	""	""	0	""
"EX_psylchol[e]"	""	"EX_psylchol_e"	""	""	""	"EX_psylchol[e]"	"MNXR98882"	""	""	""	0	""
"EX_psyltchol[e]"	""	"EX_psyltchol_e"	""	""	""	"EX_psyltchol[e]"	"MNXR98883"	""	""	""	0	""
"EX_psyltdechol[e]"	""	"EX_psyltdechol_e"	""	""	""	"EX_psyltdechol[e]"	"MNXR98884"	""	""	""	0	""
"EX_sfcys[e]"	""	"EX_slfcys_e"	""	""	""	"EX_sfcys[e]"	"MNXR98933"	""	""	""	0	""
"EX_tdechola[e]"	""	"EX_tdechola_e"	""	""	""	"EX_tdechola[e]"	"MNXR98964"	""	""	""	0	""
"EX_cysam[e]"	""	"EX_cysam_e"	""	""	""	"EX_cysam[e]"	"MNXR98390"	""	""	""	0	""
"EX_dpcoa[e]"	""	"EX_dpcoa_e"	""	""	""	"EX_dpcoa[e]"	"MNXR98430"	""	""	""	0	""
"EX_fmn[e]"	""	"EX_fmn_e"	""	""	""	"EX_fmn[e]"	"MNXR98488"	""	""	""	0	""
"EX_hyptaur[e]"	""	"EX_hyptaur_e"	""	""	""	"EX_hyptaur[e]"	"MNXR98666"	""	""	""	0	""
"EX_pan4p[e]"	""	"EX_pan4p_e"	""	""	""	"EX_pan4p[e]"	"MNXR98822"	""	""	""	0	""
"EX_ptth[e]"	""	"EX_ptth_e"	""	""	""	"EX_ptth[e]"	"MNXR98889"	""	""	""	0	""
"EX_q10[e]"	""	"EX_q10_e"	""	""	""	"EX_q10[e]"	"MNXR98896"	""	""	""	0	""
"EX_q10h2[e]"	""	"EX_q10h2_e"	""	""	""	"EX_q10h2[e]"	"MNXR98897"	""	""	""	0	""
"FADDPle"	""	"FADDPle"	""	""	""	"FADDPle"	"MNXR99209"	""	""	""	0	""
"FMNALKPle"	""	"ACP1e"	""	""	""	"FMNALKPle"	"MNXR95393"	""	""	""	0	""
"FRDPtcr"	""	"FRDPtcr"	""	""	""	"FRDPtcr"	"MNXR99646"	""	""	""	0	""
"G6PDH2c"	""	"G6PDH2c"	""	""	""	"G6PDH2c"	""	""	""	""	0	""
"GLUPROASCT1"	""	"GLUPROASCT1"	""	""	""	"GLUPROASCT1"	"MNXR100286"	""	""	""	0	""
"GNDc"	""	"GNDc"	""	""	""	"GNDc"	""	""	""	""	0	""
"HYPTROXe"	""	"HYPTROXe"	""	""	""	"HYPTROXe"	"MNXR100764"	""	""	""	0	""
"INSK"	""	"INSK"	""	""	""	"INSK"	"MNXR100845"	""	""	""	0	""
"KHte"	""	"Kt3r"	""	""	""	"KHte"	"MNXR100939"	""	""	""	0	""
"LACLt"	""	"LACLt"	""	""	""	"LACLt"	"MNXR100999"	""	""	""	0	""
"LAPCOAe"	""	"LAPCOAe"	""	""	""	"LAPCOAe"	"MNXR101016"	""	""	""	0	""
"LEUGLYHYc"	""	"LEUGLYHYc"	""	""	""	"LEUGLYHYc"	"MNXR101042"	""	""	""	0	""
"MAL_Ltx"	""	"MAL_Ltx"	""	""	""	"MAL_Ltx"	"MNXR101367"	""	""	""	0	""
"MDHx"	""	"MDHp"	""	""	""	"MDHx"	"MNXR101439"	""	""	""	0	""
"NADtm"	""	"NADtm"	""	""	""	"NADtm"	"MNXR101900"	""	""	""	0	""
"OCDCAFATPc"	""	"OCDCAFATPc"	""	""	""	"OCDCAFATPc"	"MNXR102141"	""	""	""	0	""
"PAN4PPe"	""	"PAN4PPe"	""	""	""	"PAN4PPe"	"MNXR102343"	""	""	""	0	""
"PGLc"	""	"PGLc"	""	""	""	"PGLc"	""	""	""	""	0	""
"PNTEHe"	""	"PNTEHe"	""	""	""	"PNTEHe"	"MNXR103049"	""	""	""	0	""
"PPItm"	""	"PPItm"	""	""	""	"PPItm"	"MNXR103112"	""	""	""	0	""
"PRO_Dtde"	""	"PRO_Dtde"	""	""	""	"PRO_Dtde"	"MNXR103209"	""	""	""	0	""
"PTCRTD"	""	"PTRCtex2"	""	""	""	"PTCRTD"	"MNXR103339"	""	""	""	0	""
"PTPATe"	""	"PTPATe"	""	""	""	"PTPATe"	"MNXR95892"	""	""	""	0	""
"Q10H2e"	""	"Q10H2e"	""	""	""	"Q10H2e"	"MNXR103390"	""	""	""	0	""
"RPEc"	""	"RPEc"	""	""	""	"RPEc"	""	""	""	""	0	""
"SFCYSc"	""	"SFCYSc"	""	""	""	"SFCYSc"	"MNXR104355"	""	""	""	0	""
"SFCYSe"	""	"SFCYSe"	""	""	""	"SFCYSe"	"MNXR104356"	""	""	""	0	""
"TAURCHAe"	""	"TAURt"	""	""	""	"TAURCHAe"	"MNXR104733"	""	""	""	0	""
"TTDCAFATPc"	""	"TTDCAFATPc"	""	""	""	"TTDCAFATPc"	"MNXR104970"	""	""	""	0	""
"q10h2tc"	""	"q10h2tc"	""	""	""	"q10h2tc"	"MNXR103390"	""	""	""	0	""
"q10tm"	""	"q10tm"	""	""	""	"q10tm"	"MNXR97066"	""	""	""	0	""
"34HPPte"	""	"34HPPte"	""	""	""	"34HPPte"	"MNXR94846"	""	""	""	0	""
"3MOBte"	""	"3MOBte"	""	""	""	"3MOBte"	"MNXR94924"	""	""	""	0	""
"3MOPte"	""	"3MOPt"	""	""	""	"3MOPte"	"MNXR94926"	""	""	""	0	""
"4HPRO_LTte"	""	"4HPRO_LTte"	""	""	""	"4HPRO_LTte"	"MNXR95022"	""	""	""	0	""
"4MOPte"	""	"4MOPte"	""	""	""	"4MOPte"	"MNXR95035"	""	""	""	0	""
"5MTAte"	""	"5MTAte"	""	""	""	"5MTAte"	"MNXR95087"	""	""	""	0	""
"5OXPROt"	""	"5OXPROt"	""	""	""	"5OXPROt"	"MNXR95092"	""	""	""	0	""
"AHCYSte"	""	"AHCYSte"	""	""	""	"AHCYSte"	"MNXR95626"	""	""	""	0	""
"AICARte"	""	"AICARte"	""	""	""	"AICARte"	"MNXR95641"	""	""	""	0	""
"ANTHte"	""	"ANTHte"	""	""	""	"ANTHte"	"MNXR95845"	""	""	""	0	""
"CBASPte"	""	"CBASPte"	""	""	""	"CBASPte"	"MNXR96462"	""	""	""	0	""
"EX_34hpp[e]"	""	"EX_34hpp_e"	""	""	""	"EX_34hpp[e]"	"MNXR98029"	""	""	""	0	""
"EX_3mob[e]"	""	"EX_3mob_e"	""	""	""	"EX_3mob[e]"	"MNXR98050"	""	""	""	0	""
"EX_3mop[e]"	""	"EX_3mop_e"	""	""	""	"EX_3mop[e]"	"MNXR98051"	""	""	""	0	""
"EX_4mop[e]"	""	"EX_4mop_e"	""	""	""	"EX_4mop[e]"	"MNXR98068"	""	""	""	0	""
"EX_5mta[e]"	""	"EX_5mta_e"	""	""	""	"EX_5mta[e]"	"MNXR98084"	""	""	""	0	""
"EX_5oxpro[e]"	""	"EX_5oxpro_e"	""	""	""	"EX_5oxpro[e]"	"MNXR98087"	""	""	""	0	""
"EX_ahcys[e]"	""	"EX_ahcys_e"	""	""	""	"EX_ahcys[e]"	"MNXR98241"	""	""	""	0	""
"EX_aicar[e]"	""	"EX_aicar_e"	""	""	""	"EX_aicar[e]"	"MNXR98243"	""	""	""	0	""
"EX_anth[e]"	""	"EX_anth_e"	""	""	""	"EX_anth[e]"	"MNXR98270"	""	""	""	0	""
"EX_cbasp[e]"	""	"EX_cbasp_e"	""	""	""	"EX_cbasp[e]"	"MNXR98324"	""	""	""	0	""
"MAL_Lte"	""	"MALt"	""	""	""	"MAL_Lte"	"MNXR101367"	""	""	""	0	""
"OROTGLUt"	""	"OROTGLUt"	""	""	""	"OROTGLUt"	"MNXR102228"	""	""	""	0	""
"PNTOte"	""	"PNTOte"	""	""	""	"PNTOte"	"MNXR103051"	""	""	""	0	""
"5HOXINDOAtr"	""	"5HOXINDOAtr"	""	""	""	"5HOXINDOAtr"	""	""	""	""	0	""
"GLYALDtr"	""	"GLYALDtr"	""	""	""	"GLYALDtr"	""	""	""	""	0	""
"PEPtr"	""	"PEPtr"	""	""	""	"PEPtr"	""	""	""	""	0	""
"GUDACtr"	""	"GUDACtr"	""	""	""	"GUDACtr"	""	""	""	""	0	""
"GUDACtr2"	""	"GUDACtr2"	""	""	""	"GUDACtr2"	""	""	""	""	0	""
"LKYNRtr"	""	"LKYNRtr"	""	""	""	"LKYNRtr"	""	""	""	""	0	""
"LKYNRtr2"	""	"LKYNRtr2"	""	""	""	"LKYNRtr2"	""	""	""	""	0	""
"LKYNRtr3"	""	"LKYNRtr3"	""	""	""	"LKYNRtr3"	""	""	""	""	0	""
"BALAPAT1tc2"	""	"BALAPAT1tc2"	""	""	""	"BALAPAT1tc2"	""	""	""	""	0	""
"BALABETAtc2"	""	"BALABETAtc2"	""	""	""	"BALABETAtc2"	""	""	""	""	0	""
"CALAtr"	""	"CALAtr"	""	""	""	"CALAtr"	""	""	""	""	0	""
"KYNATEtr"	""	"KYNATEtr"	""	""	""	"KYNATEtr"	""	""	""	""	0	""
"KYNATEtr2"	""	"KYNATEtr2"	""	""	""	"KYNATEtr2"	""	""	""	""	0	""
"3ANTHRNtr"	""	"3ANTHRNtr"	""	""	""	"3ANTHRNtr"	""	""	""	""	0	""
"HKYNRtr"	""	"HKYNRtr"	""	""	""	"HKYNRtr"	""	""	""	""	0	""
"QULNtr"	""	"QULNtr"	""	""	""	"QULNtr"	""	""	""	""	0	""
"2PGtr"	""	"2PGtr"	""	""	""	"2PGtr"	""	""	""	""	0	""
"CARNtr"	""	"CARNtr"	""	""	""	"CARNtr"	""	""	""	""	0	""
"CHOLPtr"	""	"CHOLPtr"	""	""	""	"CHOLPtr"	""	""	""	""	0	""
"CYST_Ltr"	""	"CYST_Ltr"	""	""	""	"CYST_Ltr"	""	""	""	""	0	""
"DCMPtr"	""	"DCMPtr"	""	""	""	"DCMPtr"	""	""	""	""	0	""
"DHAPtr"	""	"DHAPtr"	""	""	""	"DHAPtr"	""	""	""	""	0	""
"DMGLYtr"	""	"DMGLYtr"	""	""	""	"DMGLYtr"	""	""	""	""	0	""
"ETHAMPtr"	""	"ETHAMPtr"	""	""	""	"ETHAMPtr"	""	""	""	""	0	""
"FUMtr"	""	"FUMtr"	""	""	""	"FUMtr"	"MNXR99715"	""	""	""	0	""
"G3PCtr"	""	"G3PCt"	""	""	""	"G3PCtr"	"MNXR99874"	""	""	""	0	""
"GLCURtr"	""	"GLCURtr"	""	""	""	"GLCURtr"	""	""	""	""	0	""
"ICITtr"	""	"ICITtr"	""	""	""	"ICITtr"	""	""	""	""	0	""
"L2AADPtr"	""	"L2AADPtr"	""	""	""	"L2AADPtr"	""	""	""	""	0	""
"XANtr"	""	"XANt"	""	""	""	"XANtr"	"MNXR105226"	""	""	""	0	""
"XMPtr"	""	"XMPtr"	""	""	""	"XMPtr"	""	""	""	""	0	""
"XTSNtr"	""	"XTSNtr"	""	""	""	"XTSNtr"	""	""	""	""	0	""
"3PGtr"	""	"3PGtr"	""	""	""	"3PGtr"	""	""	""	""	0	""
"UDPGLCURtr"	""	"UDPGLCURtr"	""	""	""	"UDPGLCURtr"	""	""	""	""	0	""
"IMPtr"	""	"IMPtr"	""	""	""	"IMPtr"	""	""	""	""	0	""
"GLYC3tr"	""	"GLYC3tr"	""	""	""	"GLYC3tr"	""	""	""	""	0	""
"NICRNtr"	""	"NICRNtr"	""	""	""	"NICRNtr"	""	""	""	""	0	""
"OROT5Ptr"	""	"OROT5Ptr"	""	""	""	"OROT5Ptr"	""	""	""	""	0	""
"EX_2pg[e]"	""	"EX_2pg_e"	""	""	""	"EX_2pg[e]"	"MNXR98021"	""	""	""	0	""
"EX_5hoxindoa[e]"	""	"EX_5hoxindoa_e"	""	""	""	"EX_5hoxindoa[e]"	""	""	""	""	0	""
"EX_cala[e]"	""	"EX_cala_e"	""	""	""	"EX_cala[e]"	""	""	""	""	0	""
"EX_cholp[e]"	""	"EX_cholp_e"	""	""	""	"EX_cholp[e]"	""	""	""	""	0	""
"EX_cyst_L[e]"	""	"EX_cyst__L_e"	""	""	""	"EX_cyst_L[e]"	"MNXR98391"	""	""	""	0	""
"EX_dcmp[e]"	""	"EX_dcmp_e"	""	""	""	"EX_dcmp[e]"	"MNXR98400"	""	""	""	0	""
"EX_dmgly[e]"	""	"EX_dmgly_e"	""	""	""	"EX_dmgly[e]"	""	""	""	""	0	""
"EX_ethamp[e]"	""	"EX_ethamp_e"	""	""	""	"EX_ethamp[e]"	""	""	""	""	0	""
"EX_g3pc[e]"	""	"EX_g3pc_e"	""	""	""	"EX_g3pc[e]"	"MNXR98526"	""	""	""	0	""
"EX_glyald[e]"	""	"EX_glyald_e"	""	""	""	"EX_glyald[e]"	"MNXR98596"	""	""	""	0	""
"EX_gudac[e]"	""	"EX_gudac_e"	""	""	""	"EX_gudac[e]"	""	""	""	""	0	""
"EX_hcys_L[e]"	""	"EX_hcys__L_e"	""	""	""	"EX_hcys_L[e]"	"MNXR98649"	""	""	""	0	""
"EX_icit[e]"	""	"EX_icit_e"	""	""	""	"EX_icit[e]"	"MNXR97590"	""	""	""	0	""
"EX_kynate[e]"	""	"EX_kynate_e"	""	""	""	"EX_kynate[e]"	""	""	""	""	0	""
"EX_L2aadp[e]"	""	"EX_L2aadp_e"	""	""	""	"EX_L2aadp[e]"	""	""	""	""	0	""
"EX_Lkynr[e]"	""	"EX_Lkynr_e"	""	""	""	"EX_Lkynr[e]"	""	""	""	""	0	""
"EX_pep[e]"	""	"EX_pep_e"	""	""	""	"EX_pep[e]"	"MNXR98838"	""	""	""	0	""
"EX_quln[e]"	""	"EX_quln_e"	""	""	""	"EX_quln[e]"	""	""	""	""	0	""
"EX_xmp[e]"	""	"EX_xmp_e"	""	""	""	"EX_xmp[e]"	"MNXR99042"	""	""	""	0	""
"EX_xtsn[e]"	""	"EX_xtsn_e"	""	""	""	"EX_xtsn[e]"	"MNXR99049"	""	""	""	0	""
"EX_3pg[e]"	""	"EX_3pg_e"	""	""	""	"EX_3pg[e]"	"MNXR98055"	""	""	""	0	""
"EX_3hanthrn[e]"	""	"EX_3hanthrn_e"	""	""	""	"EX_3hanthrn[e]"	""	""	""	""	0	""
"EX_udpglcur[e]"	""	"EX_udpglcur_e"	""	""	""	"EX_udpglcur[e]"	"MNXR99019"	""	""	""	0	""
"EX_hLkynr[e]"	""	"EX_hLkynr_e"	""	""	""	"EX_hLkynr[e]"	""	""	""	""	0	""
"EX_nicrnt[e]"	""	"EX_nicrnt_e"	""	""	""	"EX_nicrnt[e]"	""	""	""	""	0	""
"EX_orot5p[e]"	""	"EX_orot5p_e"	""	""	""	"EX_orot5p[e]"	""	""	""	""	0	""
"EX_glyc3p[e]"	""	"EX_glyc3p_e"	""	""	""	"EX_glyc3p[e]"	"MNXR98599"	""	""	""	0	""
"ALAB0AT3tc"	""	"ALAB0AT3tc"	""	""	""	"ALAB0AT3tc"	""	""	""	""	0	""
"ARACHDFATPtc"	""	"ARACHDFATPtc"	""	""	""	"ARACHDFATPtc"	""	""	""	""	0	""
"ARGB0AT3tc"	""	"ARGB0AT3tc"	""	""	""	"ARGB0AT3tc"	""	""	""	""	0	""
"ASNB0AT3tc"	""	"ASNB0AT3tc"	""	""	""	"ASNB0AT3tc"	""	""	""	""	0	""
"BETBGTtc"	""	"BETBGTtc"	""	""	""	"BETBGTtc"	""	""	""	""	0	""
"BUTSMCT1"	""	"BUTSMCT1"	""	""	""	"BUTSMCT1"	""	""	""	""	0	""
"CRNATBtc"	""	"CRNATBtc"	""	""	""	"CRNATBtc"	""	""	""	""	0	""
"CYSB0AT3tc"	""	"CYSB0AT3tc"	""	""	""	"CYSB0AT3tc"	""	""	""	""	0	""
"DHEASABCCte"	""	"DHEASABCCte"	""	""	""	"DHEASABCCte"	""	""	""	""	0	""
"DOPAENT4tc"	""	"DOPAENT4tc"	""	""	""	"DOPAENT4tc"	""	""	""	""	0	""
"ESTRAABCtc"	""	"ESTRAABCtc"	""	""	""	"ESTRAABCtc"	""	""	""	""	0	""
"ESTROSABCCte"	""	"ESTROSABCCte"	""	""	""	"ESTROSABCCte"	""	""	""	""	0	""
"ESTRSABCtc"	""	"ESTRSABCtc"	""	""	""	"ESTRSABCtc"	""	""	""	""	0	""
"FOLABCCte"	""	"FOLABCCte"	""	""	""	"FOLABCCte"	""	""	""	""	0	""
"FOLOAT1tc"	""	"FOLOAT1tc"	""	""	""	"FOLOAT1tc"	""	""	""	""	0	""
"FOLOAT2tc"	""	"FOLOAT2tc"	""	""	""	"FOLOAT2tc"	""	""	""	""	0	""
"FOLOATPtc"	""	"FOLOATPtc"	""	""	""	"FOLOATPtc"	""	""	""	""	0	""
"GABABGTtc"	""	"GABABGTtc"	""	""	""	"GABABGTtc"	""	""	""	""	0	""
"GLNB0AT3tc"	""	"GLNB0AT3tc"	""	""	""	"GLNB0AT3tc"	""	""	""	""	0	""
"GLUB0AT3tc"	""	"GLUB0AT3tc"	""	""	""	"GLUB0AT3tc"	""	""	""	""	0	""
"GSNt2r"	""	"GSNt2"	""	""	""	"GSNt2r"	"MNXR100434"	""	""	""	0	""
"H2OGLYAQPt"	""	"H2OGLYAQPt"	""	""	""	"H2OGLYAQPt"	""	""	""	""	0	""
"ILEB0AT3tc"	""	"ILEB0AT3tc"	""	""	""	"ILEB0AT3tc"	""	""	""	""	0	""
"LEUB0AT3tc"	""	"LEUB0AT3tc"	""	""	""	"LEUB0AT3tc"	""	""	""	""	0	""
"LEUKABCtc"	""	"LEUKABCtc"	""	""	""	"LEUKABCtc"	""	""	""	""	0	""
"LGNCFATPtc"	""	"LGNCFATPtc"	""	""	""	"LGNCFATPtc"	""	""	""	""	0	""
"METB0AT3tc"	""	"METB0AT3tc"	""	""	""	"METB0AT3tc"	""	""	""	""	0	""
"NACSMCTte"	""	"NACSMCTte"	""	""	""	"NACSMCTte"	""	""	""	""	0	""
"PGLYCABCte"	""	"PGLYCABCte"	""	""	""	"PGLYCABCte"	""	""	""	""	0	""
"PHEB0AT3tc"	""	"PHEB0AT3tc"	""	""	""	"PHEB0AT3tc"	""	""	""	""	0	""
"PHEMEABCte"	""	"PHEMEABCte"	""	""	""	"PHEMEABCte"	""	""	""	""	0	""
"PPASMCT1"	""	"PPASMCT1"	""	""	""	"PPASMCT1"	""	""	""	""	0	""
"PSHSABCtc"	""	"PSHSABCtc"	""	""	""	"PSHSABCtc"	""	""	""	""	0	""
"PYRSMCT1"	""	"PYRSMCT1"	""	""	""	"PYRSMCT1"	""	""	""	""	0	""
"RETABCtc"	""	"RETABCtc"	""	""	""	"RETABCtc"	""	""	""	""	0	""
"SERB0AT3tc"	""	"SERB0AT3tc"	""	""	""	"SERB0AT3tc"	""	""	""	""	0	""
"SRTNENT4tc"	""	"SRTNENT4tc"	""	""	""	"SRTNENT4tc"	""	""	""	""	0	""
"TCHOLABCtc"	""	"TCHOLABCtc"	""	""	""	"TCHOLABCtc"	""	""	""	""	0	""
"TRPB0AT3tc"	""	"TRPB0AT3tc"	""	""	""	"TRPB0AT3tc"	""	""	""	""	0	""
"TYRB0AT3tc"	""	"TYRB0AT3tc"	""	""	""	"TYRB0AT3tc"	""	""	""	""	0	""
"VALB0AT3tc"	""	"VALB0AT3tc"	""	""	""	"VALB0AT3tc"	""	""	""	""	0	""
"RIBFLVte"	""	"RIBFLVt3o"	""	""	""	"RIBFLVte"	"MNXR104032"	""	""	""	0	""
"ARGSUCte"	""	"ARGSUCte"	""	""	""	"ARGSUCte"	""	""	""	""	0	""
"ACRNte"	""	"ACRNte"	""	""	""	"ACRNte"	""	""	""	""	0	""
"PCRNte"	""	"PCRNte"	""	""	""	"PCRNte"	""	""	""	""	0	""
"LNELDCCRNte"	""	"LNELDCCRNte"	""	""	""	"LNELDCCRNte"	""	""	""	""	0	""
"ODECRNte"	""	"ODECRNte"	""	""	""	"ODECRNte"	""	""	""	""	0	""
"STCRNte"	""	"STCRNte"	""	""	""	"STCRNte"	""	""	""	""	0	""
"PMTCRNte"	""	"PMTCRNte"	""	""	""	"PMTCRNte"	""	""	""	""	0	""
"HDCECRNte"	""	"HDCECRNte"	""	""	""	"HDCECRNte"	""	""	""	""	0	""
"EX_argsuc[e]"	""	"EX_argsuc_e"	""	""	""	"EX_argsuc[e]"	""	""	""	""	0	""
"EX_acrn[e]"	""	"EX_acrn_e"	""	""	""	"EX_acrn[e]"	""	""	""	""	0	""
"EX_pcrn[e]"	""	"EX_pcrn_e"	""	""	""	"EX_pcrn[e]"	""	""	""	""	0	""
"EX_lneldccrn[e]"	""	"EX_lneldccrn_e"	""	""	""	"EX_lneldccrn[e]"	""	""	""	""	0	""
"EX_odecrn[e]"	""	"EX_odecrn_e"	""	""	""	"EX_odecrn[e]"	""	""	""	""	0	""
"EX_stcrn[e]"	""	"EX_stcrn_e"	""	""	""	"EX_stcrn[e]"	""	""	""	""	0	""
"EX_pmtcrn[e]"	""	"EX_pmtcrn_e"	""	""	""	"EX_pmtcrn[e]"	""	""	""	""	0	""
"EX_hdcecrn[e]"	""	"EX_hdcecrn_e"	""	""	""	"EX_hdcecrn[e]"	""	""	""	""	0	""
"PCREATte"	""	"PCREATte"	""	""	""	"PCREATte"	""	""	""	""	0	""
"HC00342te"	""	"HC00342te"	""	""	""	"HC00342te"	""	""	""	""	0	""
"C08261te"	""	""	""	""	""	"C08261te"	""	""	""	""	0	""
"BGLYte"	""	"BGLYte"	""	""	""	"BGLYte"	""	""	""	""	0	""
"biomass_maintenance_Recon3D"	""	""	""	""	""	""	""	""	""	""	0	""
"biomass_maintenance_noTrTr_Recon3D"	""	""	""	""	""	""	""	""	""	""	0	""
"ALPA_HSx"	""	""	""	""	""	"ALPA_HSx"	""	""	""	""	0	""
"15KPROSTGF2c"	""	"15KPROSTGF2c"	""	""	""	"15KPROSTGF2c"	""	""	""	""	0	""
"ADPOHc"	""	"ADPOHc"	""	""	""	"ADPOHc"	""	""	""	""	0	""
"PHLAC"	""	"PHLAC"	""	""	""	"PHLAC"	""	""	""	""	0	""
"AND19ONEc"	""	"AND19ONEc"	""	""	""	"AND19ONEc"	""	""	""	""	0	""
